name,query,question 
TEST START,"SELECT ""message"" FROM ""efd"".""autogen"".""lsst.sal.Script.logevent_logMessage"" WHERE message =~ /START/ order by desc",What are the most recent log messages indicating a test has started in the LSST SAL Script table?
Hardpoint magnitude,"SELECT ""forceMagnitude"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the force magnitudes of the LSST hardpoint actuators between the specified dashboard start and end times?
Y,"SELECT 178900*cos(0.017453292519943295*""actualPosition"") as ""Mount Estimate"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What are the estimated mount positions (in degrees) of the LSST telescope based on the actual elevation angles recorded in the last 24 hours?
Y,"SELECT ""fy"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.forceActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What are the ""fy"" values from the ""lsst.sal.MTM1M3.forceActuatorData"" table for the time period between the dashboard's current time and 30 minutes prior?"
Y,"SELECT 178900*cos(0.017453292519943295*""inclinometerAngle"") as ""M1M3 Estimate"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.inclinometerData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What is the estimated value of M1M3 based on the inclinometer angle data from the LSST SAL MTM1M3 inclinometer, for measurements taken within the specified dashboard time range?"
Z,"SELECT 178900*sin(0.017453292519943295*""actualPosition"") as ""Mount Estimate"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What is the estimated mount position in radians for the LSST Mount during the specified time range, assuming the actual position is in degrees?"
Z,"SELECT ""fz"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.forceActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the force actuator data values (fz) for the MTM1M3 system between a given dashboard time and an upper limit of that same dashboard time?
Z,"SELECT 178900*sin(0.017453292519943295*""inclinometerAngle"") as ""M1M3 Estimate"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.inclinometerData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What is the estimated value of M1M3 based on the inclinometer angle data from the MTM1M3 table in the lsst.sal database, for measurements taken between a specific start time and end time?"
Elevation Velocity,"SELECT mean(""actualVelocity"") AS ""mean_actualVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean actual velocity of the LSST telescope mount's elevation movement over the specified time interval, from the dashboard time until the upper dashboard time limit?"
Azimuth Velocity,"SELECT mean(""actualVelocity"") AS ""mean_actualVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean actual velocity of the LSST telescope's azimuth mount over a specified time interval, starting from the dashboard time and ending at the upper dashboard time, with null values filled?"
Azimuth Position,"SELECT mean(""actualPosition"") AS ""mean_actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean value of the actual azimuth position of the LSST SAL MTMount over the specified time interval, filling any gaps with null values?"
Current,"SELECT mean(""powerSupplyCurrent"") AS ""mean_powerSupplyCurrent"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.mainPowerSupply"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean power supply current of the LSST SAL MTMount main power supply over the specified time interval, filling any null values?"
Voltage,"SELECT mean(""powerSupplyVoltage"") AS ""mean_powerSupplyVoltage"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.mainPowerSupply"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean power supply voltage of the LSST SAL MTMount main power supply over the specified time interval, starting from the dashboard time and ending at the upper dashboard time, with null values filled?"
Elevation Position,"SELECT mean(""actualPosition"") AS ""mean_actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",What is the average actual elevation position of the LSST Mount over intervals of :interval: minutes for the last 24 hours?
Weather Tower Temperature,"SELECT mean(""temperatureItem0"") AS ""mean_temperatureItem0"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 301 GROUP BY time(:interval:) FILL(null)","What is the average temperature measured by the Weather Tower's Temperature Item 0 sensor for the LSST SAL ESS system, aggregated at the specified interval over the last 24 hours?"
Dome vs tower temperature,"SELECT mean(""temperatureItem0"") AS ""tdome"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 103 GROUP BY time(:interval:) FILL(null)","What is the mean temperature of the dome (temperatureItem0) for the LSST ESS instrument, filtered by SAL index 103, over the specified time interval, between the dashboard start time and end time, with null values filled?"
Dome vs tower temperature,"SELECT mean(""temperatureItem0"") as ""ttower""  FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 301 GROUP BY time(:interval:) FILL(null)","What is the mean temperature of the tower over the last 24 hours, aggregated by the specified interval?"
CCW Position and velocity,"SELECT ""actualPosition"", ""actualVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.cameraCableWrap"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What was the actual position and velocity of the camera cable wrap on the LSST telescope's mount at a specific point in time?
Rotator Position and velocity,"SELECT ""actualPosition"", ""actualVelocity"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.rotation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What was the actual position and velocity of the LSST telescope's rotator between a specific dashboard start time and end time?
CCW Following Erorr,"SELECT ""positionError"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.ccwFollowingError"" WHERE time > :dashboardTime:",What is the position error of the LSST MTRotator's CCW following error for times greater than the current dashboard time?
Motor Current,"SELECT mean(""motorCurrent"") AS ""mean_motorCurrent"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.powerStatus"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average motor current of the LSST SAL MTM2 power status readings over the specified time interval, starting from the dashboard time and ending at the upper dashboard time?"
Temperature,"SELECT ""temperatureItem1"" as ""A1"", ""temperatureItem2"" as ""A2"", ""temperatureItem3"" as ""A3"", ""temperatureItem4"" as ""A4"", ""temperatureItem5"" as ""A5"", ""temperatureItem6"" as ""A6"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 106",What were the temperature values for items A1 through A6 from the LSST SAL ESS temperature table during the specified time range where the salIndex is 106?
Temperature,"SELECT ""temperatureItem0"" as ""ambient"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 103",What was the ambient temperature reported by the ESS temperature item 0 for the LSST SAL component with index 103 within the specified dashboard timeframe?
Untitled Graph,"SELECT ""measured0"",""measured1"",""measured2"",""measured3"",""measured4"",""measured5"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.tangentForce"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ",What were the tangent force measurements (measured0 through measured5) recorded by the LSST MTM2 instrument during the specified time period?
Untitled Graph,"SELECT mean(""inclinometerProcessed"") AS ""mean_inclinometerProcessed"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.zenithAngle"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(100s)","To generate the provided database query, a possible natural language question could be:

What is the mean value of the ""inclinometerProcessed"" data from the ""lsst.sal.MTM2.zenithAngle"" table in the ""efd"".""autogen"" schema, grouped by 100-second intervals, within the specified dashboard time range?"
REB Total Power,"SELECT ""rebTotalPower"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.focal_plane_RebTotalPower"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ",What is the total power consumption of the LSST AT Camera's focal plane REBs over the specified time range?
HV Bias Switch,"SELECT ""hVBiasSwitch0"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.focal_plane_Reb"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What is the status of the high voltage bias switch (hVBiasSwitch0) for the LSST ATCamera focal plane rebiasing process over the specified time range?
Standard Currents,"SELECT mean(""anaI0"") AS ""mean_anaI"", mean(""clkHI0"") AS ""mean_clkHI"", mean(""digI0"") AS ""mean_digI"", mean(""odI0"") AS ""mean_odI"", mean(""oDI0"") AS ""mean_oDI"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.focal_plane_Reb"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the mean values of anaI0, clkHI0, digI0, odI0, and oDI0 measurements from the lsst.sal.ATCamera.focal_plane_Reb table in the efd.autogen database, grouped by a specified time interval, within a certain time range?"
Special Voltages,"SELECT mean(""pClkL0"") AS ""mean_pClkL"", mean(""pClkU0"") AS ""mean_pClkU"", mean(""rGL0"") AS ""mean_rGL"", mean(""rGU0"") AS ""mean_rGU"", mean(""sClkL0"") AS ""mean_sClkL"", mean(""sClkU0"") AS ""mean_sClkU"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.focal_plane_Reb"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the mean values of pClkL0, pClkU0, rGL0, rGU0, sClkL0, and sClkU0 from the lsst.sal.ATCamera.focal_plane_Reb table for a specified time interval within the EFD database?"
Standard Voltages,"SELECT mean(""anaV0"") AS ""mean_anaV"", mean(""clkHV0"") AS ""mean_clkHV"", mean(""clkLV0"") AS ""mean_clkLV"", mean(""digV0"") AS ""mean_digV"", mean(""htrPS_V0"") AS ""mean_htrPS_V"", mean(""odPS_V0"") AS ""mean_odPS_V"", mean(""rgL_V0"") AS ""mean_rgL_V"", mean(""rgV0"") AS ""mean_rgV"", mean(""sckL_V0"") AS ""mean_sckL_V"", mean(""sckU_V0"") AS ""mean_sckU_V"", mean(""htrV0"") AS ""mean_htrV"", mean(""oDV0"") AS ""mean_oDV"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.focal_plane_Reb"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the mean values of anaV0, clkHV0, clkLV0, digV0, htrPS_V0, odPS_V0, rgL_V0, rgV0, sckL_V0, sckU_V0, htrV0, and oDV0 from the ATCamera focal plane rebiasing table for a specific time interval within the last 24 hours?"
Powers,"SELECT mean(""power0"") AS ""mean_power"", mean(""htrW0"") AS ""mean_htrW"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.focal_plane_Reb"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean power and heater wattage for ATCamera's focal plane over the specified time interval, filling in any missing data with null values?"
MTHexapod Stress Test,"SELECT ""position0"", ""position1"", ""position2"", ""position3"", ""position4"", ""position5"" FROM ""efd"".""autogen"".""lsst.sal.MTHexapod.application"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What were the positions of the LSST MTHexapod's six axes (position0 through position5) during the stress test period, starting from the specified dashboard timestamp and ending at the upper limit of the dashboard time range?"
Untitled Graph,"SELECT (""total0"") AS ""mean_total0"", (""total1"") AS ""mean_total1"" FROM ""efd"".""autogen"".""lsst.sal.ATAOS.logevent_pointingOffsetSummary"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ","What were the mean values of total0 and total1 from the ""pointingOffsetSummary"" log events within the specified time range?"
Untitled Graph,"SELECT mean(""total"") AS ""mean_total"", mean(""userApplied"") AS ""mean_userApplied"" FROM ""efd"".""autogen"".""lsst.sal.ATAOS.logevent_focusOffsetSummary"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean of the ""total"" and ""userApplied"" columns in the ""lsst.sal.ATAOS.logevent_focusOffsetSummary"" table, grouped by time in intervals specified by :interval:, for data points within the last dashboard time range?"
