name,query,type
Spherical-like modes,"SELECT ""aggregatedDoF12"" AS ""M1M3 B3"", ""aggregatedDoF21"" AS ""M1M3 B12"", ""aggregatedDoF34"" AS ""M2 B5"", ""aggregatedDoF47"" AS ""M2 B18"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Trefoil-like modes,"SELECT ""aggregatedDoF13"" AS ""M1M3 B4"", ""aggregatedDoF14"" AS ""M1M3 B5"", ""aggregatedDoF32"" AS ""M2 B3"", ""aggregatedDoF33"" AS ""M2 B4"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Astigmatism-like modes,"SELECT ""aggregatedDoF10"" AS ""M1M3 B1"", ""aggregatedDoF11"" AS ""M1M3 B2"", ""aggregatedDoF30"" AS ""M2 B1"", ""aggregatedDoF31"" AS ""M2 B2"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Pistoning,"SELECT ""aggregatedDoF0"" AS ""M2 dZ"", ""aggregatedDoF5"" AS ""Camera dZ"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Decenterings,"SELECT ""aggregatedDoF1"" AS ""M2 dX"", ""aggregatedDoF2"" AS ""M2 dY"", ""aggregatedDoF6"" AS ""Camera dX"", ""aggregatedDoF7"" AS ""Camera dY"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Untitled Graph,"SELECT ""annularZernikeCoeff0"", ""annularZernikeCoeff1"", ""annularZernikeCoeff10"", ""annularZernikeCoeff12"", ""annularZernikeCoeff11"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_wavefrontError"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Tips and Tilts,"SELECT ""aggregatedDoF3"" AS ""M2 dRX"", ""aggregatedDoF4"" AS ""M2 dRY"", ""aggregatedDoF8"" AS ""Camera dRX"", ""aggregatedDoF9"" AS ""Camera dRY"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Quadrafoil modes,"SELECT ""aggregatedDoF17"" AS ""M1M3 B8"", ""aggregatedDoF18"" AS ""M1M3 B9"", ""aggregatedDoF37"" AS ""M2 B8"", ""aggregatedDoF38"" AS ""M2 B9"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Pentafoil modes,"SELECT ""aggregatedDoF24"" AS ""M1M3 B13"", ""aggregatedDoF25"" AS ""M1M3 B14"", ""aggregatedDoF41"" AS ""M2 B12"", ""aggregatedDoF42"" AS ""M2 B13"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_degreeOfFreedom"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Ubicación,"SELECT ""latitude"", ""longitude"" FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Profundidad,"SELECT ""depth"" FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Intervalo,"SELECT ""timestamp"" FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Magnitud,"SELECT ""magnitude"" FROM ""lsst.backpack"".""autogen"".""lsst.backpack.usgs_earthquake_data"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Azimuth,"SELECT ""azimuthCalculatedAngle0"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.mount_AzEl_Encoders"" WHERE time > :dashboardTime: ",influxql
Azimuth,"SELECT ""azimuth"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.command_trackTarget"" WHERE time > :dashboardTime:",influxql
Elevation,"SELECT ""elevationCalculatedAngle0"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.mount_AzEl_Encoders"" WHERE time > :dashboardTime: ",influxql
Elevation,"SELECT ""elevation"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.command_trackTarget"" WHERE time > :dashboardTime:",influxql
Nasmyth2 target,"SELECT ""nasmyth2CalculatedAngle0"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.mount_Nasmyth_Encoders"" WHERE time > :dashboardTime:",influxql
Nasmyth2 target,"SELECT ""nasmyth2RotatorAngle"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.command_trackTarget"" WHERE time > :dashboardTime: ",influxql
Nasmyth2 Rotator Angle,"SELECT ""nasmyth2CalculatedAngle99"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.mount_Nasmyth_Encoders"" ORDER BY time DESC LIMIT 1",influxql
Nasmyth1 Rotator Angle,"SELECT ""nasmyth1CalculatedAngle99"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.mount_Nasmyth_Encoders"" ORDER BY time DESC LIMIT 1",influxql
Mount Status,"SELECT ""inPosition"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.logevent_allAxesInPosition"" ORDER BY time DESC LIMIT 1",influxql
Nasmyth2 Rotator Angle Velocity,"SELECT ""nasmyth2RotatorAngleVelocity"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.logevent_target"" ORDER BY time DESC LIMIT 1",influxql
Nasmyth1 Rotator Angle Velocity,"SELECT ""nasmyth1RotatorAngleVelocity"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.logevent_target"" ORDER BY time DESC LIMIT 1",influxql
Glycol Chiller 03,"SELECT ""setpointActivo"", ""temperaturaAguaImpulsionEvaporador"", ""temperaturaAguaRetornoEvaporador"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.chiller03P01"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Glycol Chiller 01,"SELECT ""setpointActivo"", ""temperaturaAguaImpulsionEvaporador"", ""temperaturaAguaRetornoEvaporador"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.chiller01P01"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Glycol Chiller 02,"SELECT ""setpointActivo"", ""temperaturaAguaImpulsionEvaporador"", ""temperaturaAguaRetornoEvaporador"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.chiller02P01"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Dynalene Chillers Glycol Supply flowrate [LPM],"SELECT ""dynCH2supGPGLYflow"", ""dynCH1supCGLYflow"", ""dynCH02retGPGLYpres"", ""dynCH02retGPGLYtemp"", ""dynCH02supFS02"", ""dynCH02supGPGLYpres"", ""dynCH02supGPGLYtemp"", ""dynCH2GPGLYtpd"", ""dynCH1CGLYtpd"", ""dynCH01supCGLYtemp"", ""dynCH01supCGLYpres"", ""dynCH01retCGLYtemp"", ""dynCH01retCGLYpres"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.dynaleneP05"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Dynalene Chiller 01 Tank Levels [%],"SELECT ""dynCH01LS01"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.dynaleneP05"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Dynalene Chiller 2 Supply Temperature [C],"SELECT ""dynCH02supTS07"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.dynaleneP05"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Dynalene Chiller 02 Supply flowrate [LPM],"SELECT ""dynCH02supFS02"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.dynaleneP05"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Dynalene Chiller 2 Supply Pressure [PA],"SELECT last(""dynCH02supPS13"") AS ""last_dynCH02supPS13"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.dynaleneP05"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Dynalene Chiller 1 Supply Pressure [PA],"SELECT ""dynCH01supPS11"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.dynaleneP05"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Dynalene Chiller 02 Tank Level [%],"SELECT ""dynCH02LS02"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.dynaleneP05"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Dynalene Chiller 01 Supply Temperature [C],"SELECT mean(""dynCH01supTS05"") AS ""mean_dynCH01supTS05"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.dynaleneP05"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Dynalene Chiller 01 Supply flowrate [LPM],"SELECT ""dynTMAretTS02"", ""dynCH01supFS01"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.dynaleneP05"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
TMA Ambient Temp,"SELECT temperature0 FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 103 and time > :dashboardTime: AND time < :upperDashboardTime: ",influxql
TMA Elevation,"SELECT ""actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
TMA Elevation Drive Currents,"SELECT ""current0"", ""current1"", ""current10"", ""current11"", ""current2"", ""current3"", ""current8"", ""current7"", ""current6"", ""current5"", ""current4"", ""current9"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevationDrives"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
logevent_forceActuatorForceWarning,"SELECT ""anyWarning"", ""anyPrimaryAxisMeasuredForceWarning"", ""anySecondaryAxisMeasuredForceWarning"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.logevent_forceActuatorForceWarning"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Preclipped forces,"SELECT mean(""fx"") AS ""mean_fx"", mean(""fy"") AS ""mean_fy"", mean(""fz"") AS ""mean_fz"", mean(""xForces1"") AS ""mean_xForces1"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.logevent_preclippedForces"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
Fault on Forces Outside the Actuator Force Budget,"SELECT ""anyForceWarning"", ""anyWarning"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.logevent_forceSetpointWarning"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Applied-Measured-Preclipped FA 101 (0),"SELECT ""zForces0"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.logevent_preclippedForces"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: FILL(0)",influxql
Applied-Measured-Preclipped FA 101 (0),"SELECT ""zForces0"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.appliedForces"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Applied-Measured-Preclipped FA 101 (0),"SELECT ""primaryCylinderForce0"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.forceActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Logevent_forceActuatorBumpTestStatus,"SELECT ""actuatorId"", ""primaryTest1"", ""primaryTestTimestamps1"", ""secondaryTest1"", ""secondaryTestTimestamps1"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.logevent_forceActuatorBumpTestStatus"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Some warnings,"SELECT ""accelerationForceWarning0"", ""forceWarning0"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.logevent_forceSetpointWarning"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
M1M3 inclinometer,"SELECT median(""inclinometerAngle"") AS ""median_inclinometerAngle"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.inclinometerData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",influxql
TMA Torque,"SELECT ""actualTorque"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
M1M3 summary state,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.logevent_summaryState"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
STANDBY,"// STANDBY = 5

import ""strings"" 

from(bucket: ""efd/autogen"")
  |> range(start: dashboardTime)
  |> filter(fn: (r) => r._measurement =~ /lsst.sal.MT.*.logevent_summaryState/ and (r._field == ""summaryState""))
  |> last()
  |> map(fn: (r) => ({
    r with
    state_count:
      if r._value == 5 then 1 else 0
    })
  )
  |> group()
  |> sum(column: ""state_count"")
  |> map(fn: (r) => ({
    r with
    _time: 0
    })
  )
 
 

  
 ",flux
MT CSC State transitions,"// CSC state
// STANDBY = 5
// OFFLINE = 4
// FAULT = 3
// ENABLED = 2
// DISABLED = 1

import ""strings""

from(bucket: ""efd/autogen"")
  |> range(start: dashboardTime)
  |> filter(fn: (r) => r._measurement =~ /lsst.sal.MT.*.logevent_summaryState/ and (r._field == ""summaryState""))
  |> map(fn: (r) => ({
    r with
    csc: strings.split(v: r._measurement, t: ""."")[2],
    state: r._value
  }))
  |> group(columns: [""csc""])
  |> keep(columns: [""_time"", ""csc"", ""state""])
 
",flux
ENABLED,"// ENABLED = 2 

import ""strings"" 

from(bucket: ""efd/autogen"")
  |> range(start: dashboardTime)
  |> filter(fn: (r) => r._measurement =~ /lsst.sal.MT.*.logevent_summaryState/ and (r._field == ""summaryState""))
  |> last()
  |> map(fn: (r) => ({
    r with
    state_count:
      if r._value == 2 then 1 else 0
    })
  )
  |> group()
  |> sum(column: ""state_count"")
  |> map(fn: (r) => ({
    r with
    _time: 0
    })
  )
 
 

  
 ",flux
FAULT,"// FAULT = 3 

import ""strings"" 

from(bucket: ""efd/autogen"")
  |> range(start: dashboardTime)
  |> filter(fn: (r) => r._measurement =~ /lsst.sal.MT.*.logevent_summaryState/ and (r._field == ""summaryState""))
  |> last()
  |> map(fn: (r) => ({
    r with
    state_count:
      if r._value == 3 then 1 else 0
    })
  )
  |> group()
  |> sum(column: ""state_count"")
  |> map(fn: (r) => ({
    r with
    _time: 0
    })
  )
 
 

  
 ",flux
MT CSCs,"import ""strings"" 

from(bucket: ""efd/autogen"")
  |> range(start: dashboardTime)
  |> filter(fn: (r) => r._measurement =~ /lsst.sal.MT.*.logevent_summaryState/ and (r._field == ""summaryState""))
  |> last()
  |> group()
  |> count()
  |> map(fn: (r) => ({
    r with
    _time: 0
    })
  )
 
  
 ",flux
MT CSCs Current State,"// CSC states
// STANDBY = 5
// OFFLINE = 4
// FAULT = 3
// ENABLED = 2
// DISABLED = 1

import ""strings""

from(bucket: ""efd/autogen"")
  |> range(start: dashboardTime)
  |> filter(fn: (r) => r._measurement =~ /lsst.sal.MT.*.logevent_summaryState/ and (r._field == ""summaryState""))
  |> last()
  |> map(fn: (r) => ({
    r with
    csc: strings.split(v: r._measurement, t: ""."")[2],
    state:
      if r._value == 5 then ""5 (STANDBY)""
      else if r._value == 4 then ""4 (OFFLINE)""
      else if r._value == 3 then ""3 (FAULT)""
      else if r._value == 2 then ""2 (ENABLED)""
      else if r._value == 1 then ""1 (DISABLED)""
      else ""UNKNOWN"",
    duration: strings.splitAfter(v: string(v: duration(v: uint(v: r._stop) - uint(v: r._time))), t: ""m"")[0]

    })
  )
  |> keep(columns: [""csc"", ""state"", ""_time"", ""duration""])
 
",flux
Hard Point 1,"SELECT mean(""measuredForce0"") AS ""mean_measuredForce0"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(100ms) FILL(null)",influxql
Hard Point 2,"SELECT mean(""measuredForce1"") AS ""mean_measuredForce1"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(100ms) FILL(null)",influxql
Hard Point 3,"SELECT mean(""measuredForce2"") AS ""mean_measuredForce2"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(100ms) FILL(null)",influxql
Hard Point 4,"SELECT mean(""measuredForce3"") AS ""mean_measuredForce3"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(100ms) FILL(null)",influxql
Hard Point 5,"SELECT mean(""measuredForce4"") AS ""mean_measuredForce4"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(100ms) FILL(null)",influxql
Hard Point 6,"SELECT mean(""measuredForce5"") AS ""mean_measuredForce5"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.hardpointActuatorData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(100ms) FILL(null)",influxql
Config,"SELECT ""drivesEnabled"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.logevent_configuration"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Move Command,"SELECT ""private_sndStamp"", ""position"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.command_move"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
Stop Command,"SELECT ""private_sndStamp"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.command_stop"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",influxql
